,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition,Margin,OppLadderPosition,Last5
2357,Adelaide,21,Away,142,2016-08-14,Sunday,3,Subiaco,30116,2016,Fremantle,Win,3,72,16,4
2358,West Coast,22,Home,92,2016-08-19,Friday,6,Subiaco,38581,2016,Hawthorn,Win,6,25,4,4
2359,Hawthorn,22,Away,67,2016-08-19,Friday,6,Subiaco,38581,2016,West Coast,Loss,4,-25,6,4
2360,North Melbourne,22,Home,76,2016-08-20,Saturday,2,Bellerive Oval,16495,2016,Sydney,Loss,8,-9,1,2
2361,Sydney,22,Away,85,2016-08-20,Saturday,2,Bellerive Oval,16495,2016,North Melbourne,Win,1,9,8,4
2362,Richmond,22,Home,46,2016-08-20,Saturday,2,MCG,35255,2016,St Kilda,Loss,13,-9,9,2
2363,St Kilda,22,Away,55,2016-08-20,Saturday,2,MCG,35255,2016,Richmond,Win,9,9,13,3
2364,Greater Western Sydney,22,Home,129,2016-08-20,Saturday,5,Sydney Showground,9556,2016,Fremantle,Win,5,92,16,4
2365,Fremantle,22,Away,37,2016-08-20,Saturday,5,Sydney Showground,9556,2016,Greater Western Sydney,Loss,16,-92,5,0
2366,Collingwood,22,Home,118,2016-08-20,Saturday,7,Docklands,17644,2016,Gold Coast,Win,12,71,15,1
2367,Gold Coast,22,Away,47,2016-08-20,Saturday,7,Docklands,17644,2016,Collingwood,Loss,15,-71,12,1
2368,Port Adelaide,22,Home,94,2016-08-20,Saturday,7,Adelaide Oval,49541,2016,Adelaide,Loss,11,-15,2,2
2369,Adelaide,22,Away,109,2016-08-20,Saturday,7,Adelaide Oval,49541,2016,Port Adelaide,Win,2,15,11,4
2370,Carlton,22,Home,78,2016-08-21,Sunday,1,MCG,40693,2016,Melbourne,Win,14,20,10,0
2371,Melbourne,22,Away,58,2016-08-21,Sunday,1,MCG,40693,2016,Carlton,Loss,10,-20,14,3
2372,Brisbane Lions,22,Home,69,2016-08-21,Sunday,3,Gabba,20477,2016,Geelong,Loss,17,-60,3,2
2373,Geelong,22,Away,129,2016-08-21,Sunday,3,Gabba,20477,2016,Brisbane Lions,Win,3,60,17,5
2374,Essendon,22,Home,53,2016-08-21,Sunday,5,Docklands,25308,2016,Western Bulldogs,Loss,18,-40,7,1
2375,Western Bulldogs,22,Away,93,2016-08-21,Sunday,5,Docklands,25308,2016,Essendon,Win,7,40,18,3
2376,Adelaide,23,Home,71,2016-08-26,Friday,8,Adelaide Oval,50785,2016,West Coast,Loss,5,-29,6,4
2377,West Coast,23,Away,100,2016-08-26,Friday,8,Adelaide Oval,50785,2016,Adelaide,Win,6,29,5,4
2378,Geelong,23,Home,155,2016-08-27,Saturday,2,Kardinia Park,24413,2016,Melbourne,Win,2,111,11,5
2379,Melbourne,23,Away,44,2016-08-27,Saturday,2,Kardinia Park,24413,2016,Geelong,Loss,11,-111,2,3
2380,Essendon,23,Home,103,2016-08-27,Saturday,2,MCG,46566,2016,Carlton,Win,18,24,14,1
2381,Carlton,23,Away,79,2016-08-27,Saturday,2,MCG,46566,2016,Essendon,Loss,14,-24,18,1
2382,Sydney,23,Home,164,2016-08-27,Saturday,5,SCG,36570,2016,Richmond,Win,1,113,13,5
2383,Richmond,23,Away,51,2016-08-27,Saturday,5,SCG,36570,2016,Sydney,Loss,13,-113,1,1
2384,North Melbourne,23,Home,63,2016-08-27,Saturday,7,Docklands,22295,2016,Greater Western Sydney,Loss,8,-37,4,2
2385,Greater Western Sydney,23,Away,100,2016-08-27,Saturday,7,Docklands,22295,2016,North Melbourne,Win,4,37,8,4
2386,Gold Coast,23,Home,66,2016-08-27,Saturday,7,Carrara,9213,2016,Port Adelaide,Loss,15,-23,10,1
2387,Port Adelaide,23,Away,89,2016-08-27,Saturday,7,Carrara,9213,2016,Gold Coast,Win,10,23,15,1
2388,St Kilda,23,Home,161,2016-08-28,Sunday,1,Docklands,19633,2016,Brisbane Lions,Win,9,58,17,3
2389,Brisbane Lions,23,Away,103,2016-08-28,Sunday,1,Docklands,19633,2016,St Kilda,Loss,17,-58,9,2
2390,Hawthorn,23,Home,112,2016-08-28,Sunday,3,MCG,52968,2016,Collingwood,Win,3,1,12,3
2391,Collingwood,23,Away,111,2016-08-28,Sunday,3,MCG,52968,2016,Hawthorn,Loss,12,-1,3,2
2392,Fremantle,23,Home,69,2016-08-28,Sunday,3,Subiaco,34765,2016,Western Bulldogs,Win,16,20,7,0
2393,Western Bulldogs,23,Away,49,2016-08-28,Sunday,3,Subiaco,34765,2016,Fremantle,Loss,7,-20,16,3
2394,Carlton,1,Home,78,2015-04-02,Thursday,7,MCG,83493,2015,Richmond,Loss,16,-27,3,1
2395,Richmond,1,Away,105,2015-04-02,Thursday,7,MCG,83493,2015,Carlton,Win,3,27,16,5
2396,Melbourne,1,Home,115,2015-04-04,Saturday,2,MCG,27013,2015,Gold Coast,Win,4,26,15,0
2397,Gold Coast,1,Away,89,2015-04-04,Saturday,2,MCG,27013,2015,Melbourne,Loss,15,-26,4,1
2398,Sydney,1,Home,72,2015-04-04,Saturday,5,Stadium Australia,23274,2015,Essendon,Win,5,12,14,4
2399,Essendon,1,Away,60,2015-04-04,Saturday,5,Stadium Australia,23274,2015,Sydney,Loss,14,-12,5,2
2400,Brisbane Lions,1,Home,74,2015-04-04,Saturday,6,Gabba,31240,2015,Collingwood,Loss,13,-12,6,2
2401,Collingwood,1,Away,86,2015-04-04,Saturday,6,Gabba,31240,2015,Brisbane Lions,Win,6,12,13,2
2402,Western Bulldogs,1,Home,97,2015-04-04,Saturday,7,Docklands,22366,2015,West Coast,Win,8,10,11,1
2403,West Coast,1,Away,87,2015-04-04,Saturday,7,Docklands,22366,2015,Western Bulldogs,Loss,11,-10,8,4
2404,St Kilda,1,Home,78,2015-04-05,Sunday,1,Docklands,18794,2015,Greater Western Sydney,Loss,12,-9,7,0
2405,Greater Western Sydney,1,Away,87,2015-04-05,Sunday,1,Docklands,18794,2015,St Kilda,Win,7,9,12,2
2406,Adelaide,1,Home,140,2015-04-05,Sunday,3,Adelaide Oval,45607,2015,North Melbourne,Win,1,77,18,2
2407,North Melbourne,1,Away,63,2015-04-05,Sunday,3,Adelaide Oval,45607,2015,Adelaide,Loss,18,-77,1,4
2408,Fremantle,1,Home,75,2015-04-05,Sunday,5,Subiaco,34099,2015,Port Adelaide,Win,9,7,10,4
2409,Port Adelaide,1,Away,68,2015-04-05,Sunday,5,Subiaco,34099,2015,Fremantle,Loss,10,-7,9,2
2410,Hawthorn,1,Home,123,2015-04-06,Monday,3,MCG,73584,2015,Geelong,Win,2,62,17,4
2411,Geelong,1,Away,61,2015-04-06,Monday,3,MCG,73584,2015,Hawthorn,Loss,17,-62,2,4
2412,West Coast,2,Home,131,2015-04-10,Friday,6,Subiaco,34588,2015,Carlton,Win,7,69,16,3
2413,Carlton,2,Away,62,2015-04-10,Friday,6,Subiaco,34588,2015,West Coast,Loss,16,-69,7,1
2414,Richmond,2,Home,66,2015-04-11,Saturday,2,MCG,49945,2015,Western Bulldogs,Loss,9,-19,5,5
2415,Western Bulldogs,2,Away,85,2015-04-11,Saturday,2,MCG,49945,2015,Richmond,Win,5,19,9,2
2416,Greater Western Sydney,2,Home,101,2015-04-11,Saturday,2,Manuka Oval,8811,2015,Melbourne,Win,3,45,13,3
2417,Melbourne,2,Away,56,2015-04-11,Saturday,2,Manuka Oval,8811,2015,Greater Western Sydney,Loss,13,-45,3,1
2418,Collingwood,2,Home,63,2015-04-11,Saturday,5,Docklands,33771,2015,Adelaide,Loss,12,-27,1,2
2419,Adelaide,2,Away,90,2015-04-11,Saturday,5,Docklands,33771,2015,Collingwood,Win,1,27,12,3
2420,Gold Coast,2,Home,76,2015-04-11,Saturday,7,Carrara,13649,2015,St Kilda,Loss,14,-28,8,0
2421,St Kilda,2,Away,104,2015-04-11,Saturday,7,Carrara,13649,2015,Gold Coast,Win,8,28,14,0
2422,Port Adelaide,2,Home,44,2015-04-11,Saturday,7,Adelaide Oval,49765,2015,Sydney,Loss,15,-48,2,2
2423,Sydney,2,Away,92,2015-04-11,Saturday,7,Adelaide Oval,49765,2015,Port Adelaide,Win,2,48,15,4
2424,Geelong,2,Home,60,2015-04-12,Sunday,1,Kardinia Park,23723,2015,Fremantle,Loss,18,-44,4,3
2425,Fremantle,2,Away,104,2015-04-12,Sunday,1,Kardinia Park,23723,2015,Geelong,Win,4,44,18,4
2426,Essendon,2,Home,78,2015-04-12,Sunday,3,MCG,59866,2015,Hawthorn,Win,11,2,6,2
2427,Hawthorn,2,Away,76,2015-04-12,Sunday,3,MCG,59866,2015,Essendon,Loss,6,-2,11,4
2428,North Melbourne,2,Home,133,2015-04-12,Sunday,5,Docklands,22275,2015,Brisbane Lions,Win,10,82,17,4
2429,Brisbane Lions,2,Away,51,2015-04-12,Sunday,5,Docklands,22275,2015,North Melbourne,Loss,17,-82,10,1
2430,Collingwood,3,Home,140,2015-04-17,Friday,8,MCG,45197,2015,St Kilda,Win,6,74,14,2
2431,St Kilda,3,Away,66,2015-04-17,Friday,8,MCG,45197,2015,Collingwood,Loss,14,-74,6,1
2432,Carlton,3,Home,84,2015-04-18,Saturday,2,MCG,54854,2015,Essendon,Loss,17,-21,8,0
2433,Essendon,3,Away,105,2015-04-18,Saturday,2,MCG,54854,2015,Carlton,Win,8,21,17,3
2434,Adelaide,3,Home,80,2015-04-18,Saturday,2,Adelaide Oval,43713,2015,Melbourne,Win,1,25,12,3
2435,Melbourne,3,Away,55,2015-04-18,Saturday,2,Adelaide Oval,43713,2015,Adelaide,Loss,12,-25,1,1
2436,Sydney,3,Home,111,2015-04-18,Saturday,5,SCG,31966,2015,Greater Western Sydney,Win,2,21,7,4
2437,Greater Western Sydney,3,Away,90,2015-04-18,Saturday,5,SCG,31966,2015,Sydney,Loss,7,-21,2,4
2438,North Melbourne,3,Home,105,2015-04-18,Saturday,7,Docklands,22586,2015,Port Adelaide,Loss,11,-8,13,4
2439,Port Adelaide,3,Away,113,2015-04-18,Saturday,7,Docklands,22586,2015,North Melbourne,Win,13,8,11,2
2440,Brisbane Lions,3,Home,58,2015-04-18,Saturday,7,Gabba,22441,2015,Richmond,Loss,18,-79,5,1
2441,Richmond,3,Away,137,2015-04-18,Saturday,7,Gabba,22441,2015,Brisbane Lions,Win,5,79,18,4
2442,Hawthorn,3,Home,127,2015-04-19,Sunday,1,York Park,15559,2015,Western Bulldogs,Win,4,70,9,3
2443,Western Bulldogs,3,Away,57,2015-04-19,Sunday,1,York Park,15559,2015,Hawthorn,Loss,9,-70,4,2
2444,Geelong,3,Home,105,2015-04-19,Sunday,3,Kardinia Park,20813,2015,Gold Coast,Win,15,9,16,2
2445,Gold Coast,3,Away,96,2015-04-19,Sunday,3,Kardinia Park,20813,2015,Geelong,Loss,16,-9,15,0
2446,West Coast,3,Home,81,2015-04-19,Sunday,3,Subiaco,39138,2015,Fremantle,Loss,10,-30,3,3
2447,Fremantle,3,Away,111,2015-04-19,Sunday,3,Subiaco,39138,2015,West Coast,Win,3,30,10,5
2448,Richmond,4,Home,51,2015-04-24,Friday,8,MCG,58175,2015,Melbourne,Loss,9,-32,12,4
2449,Melbourne,4,Away,83,2015-04-24,Friday,8,MCG,58175,2015,Richmond,Win,12,32,9,1
2450,St Kilda,4,Home,81,2015-04-25,Saturday,1,Wellington,12125,2015,Carlton,Loss,15,-40,14,1
2451,Carlton,4,Away,121,2015-04-25,Saturday,1,Wellington,12125,2015,St Kilda,Win,14,40,15,0
2452,Essendon,4,Home,49,2015-04-25,Saturday,3,MCG,88395,2015,Collingwood,Loss,11,-20,3,3
2453,Collingwood,4,Away,69,2015-04-25,Saturday,3,MCG,88395,2015,Essendon,Win,3,20,11,3
2454,Greater Western Sydney,4,Home,119,2015-04-25,Saturday,6,Manuka Oval,6917,2015,Gold Coast,Win,2,66,17,3
2455,Gold Coast,4,Away,53,2015-04-25,Saturday,6,Manuka Oval,6917,2015,Greater Western Sydney,Loss,17,-66,2,0
2456,Port Adelaide,4,Home,99,2015-04-25,Saturday,7,Adelaide Oval,49831,2015,Hawthorn,Win,13,8,7,2
2457,Hawthorn,4,Away,91,2015-04-25,Saturday,7,Adelaide Oval,49831,2015,Port Adelaide,Loss,7,-8,13,4
2458,Fremantle,4,Home,74,2015-04-25,Saturday,7,Subiaco,39009,2015,Sydney,Win,1,14,4,5
2459,Sydney,4,Away,60,2015-04-25,Saturday,7,Subiaco,39009,2015,Fremantle,Loss,4,-14,1,4
2460,Brisbane Lions,4,Home,65,2015-04-26,Sunday,1,Gabba,16632,2015,West Coast,Loss,18,-53,8,0
2461,West Coast,4,Away,118,2015-04-26,Sunday,1,Gabba,16632,2015,Brisbane Lions,Win,8,53,18,3
2462,Geelong,4,Home,67,2015-04-26,Sunday,3,Kardinia Park,23452,2015,North Melbourne,Loss,16,-16,10,2
2463,North Melbourne,4,Away,83,2015-04-26,Sunday,3,Kardinia Park,23452,2015,Geelong,Win,10,16,16,3
2464,Western Bulldogs,4,Home,125,2015-04-26,Sunday,5,Docklands,19915,2015,Adelaide,Win,6,57,5,2
2465,Adelaide,4,Away,68,2015-04-26,Sunday,5,Docklands,19915,2015,Western Bulldogs,Loss,5,-57,6,4
2466,Carlton,5,Home,45,2015-05-01,Friday,8,MCG,71759,2015,Collingwood,Loss,17,-75,2,1
2467,Collingwood,5,Away,120,2015-05-01,Friday,8,MCG,71759,2015,Carlton,Win,2,75,17,3
2468,Richmond,5,Home,76,2015-05-02,Saturday,2,MCG,45228,2015,Geelong,Loss,11,-9,14,3
2469,Geelong,5,Away,85,2015-05-02,Saturday,2,MCG,45228,2015,Richmond,Win,14,9,11,2
2470,Sydney,5,Home,73,2015-05-02,Saturday,2,SCG,25541,2015,Western Bulldogs,Loss,6,-4,3,3
2471,Western Bulldogs,5,Away,77,2015-05-02,Saturday,2,SCG,25541,2015,Sydney,Win,3,4,6,3
2472,Gold Coast,5,Home,118,2015-05-02,Saturday,5,Carrara,12464,2015,Brisbane Lions,Win,15,64,18,0
2473,Brisbane Lions,5,Away,54,2015-05-02,Saturday,5,Carrara,12464,2015,Gold Coast,Loss,18,-64,15,0
2474,North Melbourne,5,Home,70,2015-05-02,Saturday,7,Docklands,38077,2015,Hawthorn,Loss,12,-60,4,3
2475,Hawthorn,5,Away,130,2015-05-02,Saturday,7,Docklands,38077,2015,North Melbourne,Win,4,60,12,3
2476,West Coast,5,Home,120,2015-05-02,Saturday,6,Subiaco,34554,2015,Greater Western Sydney,Win,5,87,8,3
2477,Greater Western Sydney,5,Away,33,2015-05-02,Saturday,6,Subiaco,34554,2015,West Coast,Loss,8,-87,5,4
2478,Melbourne,5,Home,50,2015-05-03,Sunday,1,MCG,22892,2015,Fremantle,Loss,13,-68,1,2
2479,Fremantle,5,Away,118,2015-05-03,Sunday,1,MCG,22892,2015,Melbourne,Win,1,68,13,5
2480,St Kilda,5,Home,80,2015-05-03,Sunday,3,Docklands,29869,2015,Essendon,Loss,16,-2,9,1
2481,Essendon,5,Away,82,2015-05-03,Sunday,3,Docklands,29869,2015,St Kilda,Win,9,2,16,2
2482,Adelaide,5,Home,91,2015-05-03,Sunday,4,Adelaide Oval,49617,2015,Port Adelaide,Loss,7,-24,10,4
2483,Port Adelaide,5,Away,115,2015-05-03,Sunday,4,Adelaide Oval,49617,2015,Adelaide,Win,10,24,7,2
2484,Collingwood,6,Home,59,2015-05-08,Friday,8,MCG,52152,2015,Geelong,Loss,3,-41,12,4
2485,Geelong,6,Away,100,2015-05-08,Friday,8,MCG,52152,2015,Collingwood,Win,12,41,3,2
2486,North Melbourne,6,Home,109,2015-05-09,Saturday,2,Bellerive Oval,17544,2015,Richmond,Win,9,35,13,2
2487,Richmond,6,Away,74,2015-05-09,Saturday,2,Bellerive Oval,17544,2015,North Melbourne,Loss,13,-35,9,2
2488,Western Bulldogs,6,Home,87,2015-05-09,Saturday,2,Docklands,29619,2015,St Kilda,Loss,7,-7,14,4
2489,St Kilda,6,Away,94,2015-05-09,Saturday,2,Docklands,29619,2015,Western Bulldogs,Win,14,7,7,1
2490,Greater Western Sydney,6,Home,108,2015-05-09,Saturday,5,Sydney Showground,13556,2015,Hawthorn,Win,6,10,8,3
2491,Hawthorn,6,Away,98,2015-05-09,Saturday,5,Sydney Showground,13556,2015,Greater Western Sydney,Loss,8,-10,6,3
2492,Gold Coast,6,Home,78,2015-05-09,Saturday,5,Carrara,12464,2015,Adelaide,Loss,16,-41,5,1
2493,Adelaide,6,Away,119,2015-05-09,Saturday,5,Carrara,12464,2015,Gold Coast,Win,5,41,16,3
2494,Melbourne,6,Home,50,2015-05-09,Saturday,7,MCG,26894,2015,Sydney,Loss,15,-38,4,2
2495,Sydney,6,Away,88,2015-05-09,Saturday,7,MCG,26894,2015,Melbourne,Win,4,38,15,3
2496,Fremantle,6,Home,80,2015-05-09,Saturday,6,Subiaco,37535,2015,Essendon,Win,1,28,11,5
2497,Essendon,6,Away,52,2015-05-09,Saturday,6,Subiaco,37535,2015,Fremantle,Loss,11,-28,1,3
2498,Carlton,6,Home,75,2015-05-10,Sunday,3,Docklands,20273,2015,Brisbane Lions,Loss,17,-9,18,1
2499,Brisbane Lions,6,Away,84,2015-05-10,Sunday,3,Docklands,20273,2015,Carlton,Win,18,9,17,0
2500,Port Adelaide,6,Home,68,2015-05-10,Sunday,4,Adelaide Oval,38508,2015,West Coast,Loss,10,-10,2,3
2501,West Coast,6,Away,78,2015-05-10,Sunday,4,Adelaide Oval,38508,2015,Port Adelaide,Win,2,10,10,3
2502,Essendon,7,Home,82,2015-05-15,Friday,8,Docklands,43972,2015,North Melbourne,Loss,11,-11,9,3
2503,North Melbourne,7,Away,93,2015-05-15,Friday,8,Docklands,43972,2015,Essendon,Win,9,11,11,3
2504,Adelaide,7,Home,119,2015-05-16,Saturday,1,Adelaide Oval,43532,2015,St Kilda,Win,4,46,14,3
2505,St Kilda,7,Away,73,2015-05-16,Saturday,1,Adelaide Oval,43532,2015,Adelaide,Loss,14,-46,4,2
2506,Hawthorn,7,Home,155,2015-05-16,Saturday,2,MCG,41935,2015,Melbourne,Win,6,105,15,2
2507,Melbourne,7,Away,50,2015-05-16,Saturday,2,MCG,41935,2015,Hawthorn,Loss,15,-105,6,1
2508,Carlton,7,Home,57,2015-05-16,Saturday,5,Docklands,16676,2015,Greater Western Sydney,Loss,18,-78,5,1
2509,Greater Western Sydney,7,Away,135,2015-05-16,Saturday,5,Docklands,16676,2015,Carlton,Win,5,78,18,3
2510,Sydney,7,Home,120,2015-05-16,Saturday,7,Stadium Australia,28063,2015,Geelong,Win,3,43,13,3
2511,Geelong,7,Away,77,2015-05-16,Saturday,7,Stadium Australia,28063,2015,Sydney,Loss,13,-43,3,3
2512,West Coast,7,Home,135,2015-05-16,Saturday,6,Subiaco,26964,2015,Gold Coast,Win,2,92,17,4
2513,Gold Coast,7,Away,43,2015-05-16,Saturday,6,Subiaco,26964,2015,West Coast,Loss,17,-92,2,1
2514,Western Bulldogs,7,Home,88,2015-05-17,Sunday,1,Docklands,18170,2015,Fremantle,Loss,8,-13,1,3
2515,Fremantle,7,Away,101,2015-05-17,Sunday,1,Docklands,18170,2015,Western Bulldogs,Win,1,13,8,5
2516,Richmond,7,Home,105,2015-05-17,Sunday,3,MCG,59034,2015,Collingwood,Win,10,5,7,1
2517,Collingwood,7,Away,100,2015-05-17,Sunday,3,MCG,59034,2015,Richmond,Loss,7,-5,10,3
2518,Brisbane Lions,7,Home,102,2015-05-17,Sunday,5,Gabba,15957,2015,Port Adelaide,Win,16,37,12,1
2519,Port Adelaide,7,Away,65,2015-05-17,Sunday,5,Gabba,15957,2015,Brisbane Lions,Loss,12,-37,16,3
2520,Geelong,8,Home,140,2015-05-22,Friday,8,Docklands,32032,2015,Carlton,Win,10,77,18,3
2521,Carlton,8,Away,63,2015-05-22,Friday,8,Docklands,32032,2015,Geelong,Loss,18,-77,10,1
2522,St Kilda,8,Home,78,2015-05-23,Saturday,2,Docklands,23598,2015,West Coast,Loss,15,-53,2,1
2523,West Coast,8,Away,131,2015-05-23,Saturday,2,Docklands,23598,2015,St Kilda,Win,2,53,15,4
2524,Greater Western Sydney,8,Home,108,2015-05-23,Saturday,2,Sydney Showground,9481,2015,Adelaide,Win,4,24,6,3
2525,Adelaide,8,Away,84,2015-05-23,Saturday,2,Sydney Showground,9481,2015,Greater Western Sydney,Loss,6,-24,4,3
2526,Gold Coast,8,Home,63,2015-05-23,Saturday,5,Carrara,16440,2015,Collingwood,Loss,17,-69,5,1
2527,Collingwood,8,Away,132,2015-05-23,Saturday,5,Carrara,16440,2015,Gold Coast,Win,5,69,17,3
2528,Hawthorn,8,Home,69,2015-05-23,Saturday,7,MCG,63319,2015,Sydney,Loss,7,-4,3,3
2529,Sydney,8,Away,73,2015-05-23,Saturday,7,MCG,63319,2015,Hawthorn,Win,3,4,7,3
2530,Fremantle,8,Home,115,2015-05-23,Saturday,6,Subiaco,35836,2015,North Melbourne,Win,1,73,12,5
2531,North Melbourne,8,Away,42,2015-05-23,Saturday,6,Subiaco,35836,2015,Fremantle,Loss,12,-73,1,3
2532,Essendon,8,Home,136,2015-05-24,Sunday,1,Docklands,36857,2015,Brisbane Lions,Win,9,58,16,2
2533,Brisbane Lions,8,Away,78,2015-05-24,Sunday,1,Docklands,36857,2015,Essendon,Loss,16,-58,9,2
2534,Melbourne,8,Home,103,2015-05-24,Sunday,3,MCG,29381,2015,Western Bulldogs,Win,14,39,11,1
2535,Western Bulldogs,8,Away,64,2015-05-24,Sunday,3,MCG,29381,2015,Melbourne,Loss,11,-39,14,2
2536,Port Adelaide,8,Home,43,2015-05-24,Sunday,4,Adelaide Oval,44451,2015,Richmond,Loss,13,-33,8,3
2537,Richmond,8,Away,76,2015-05-24,Sunday,4,Adelaide Oval,44451,2015,Port Adelaide,Win,8,33,13,2
2538,Sydney,9,Home,122,2015-05-29,Friday,8,SCG,32105,2015,Carlton,Win,3,60,18,3
2539,Carlton,9,Away,62,2015-05-29,Friday,8,SCG,32105,2015,Sydney,Loss,18,-60,3,1
2540,Hawthorn,9,Home,93,2015-05-30,Saturday,2,York Park,11320,2015,Gold Coast,Win,6,53,17,2
2541,Gold Coast,9,Away,40,2015-05-30,Saturday,2,York Park,11320,2015,Hawthorn,Loss,17,-53,6,1
2542,Melbourne,9,Home,54,2015-05-30,Saturday,2,Traeger Park,4866,2015,Port Adelaide,Loss,15,-61,11,2
2543,Port Adelaide,9,Away,115,2015-05-30,Saturday,2,Traeger Park,4866,2015,Melbourne,Win,11,61,15,2
2544,Western Bulldogs,9,Home,113,2015-05-30,Saturday,5,Docklands,16395,2015,Greater Western Sydney,Win,9,45,5,2
2545,Greater Western Sydney,9,Away,68,2015-05-30,Saturday,5,Docklands,16395,2015,Western Bulldogs,Loss,5,-45,9,4
2546,Richmond,9,Home,72,2015-05-30,Saturday,7,MCG,83804,2015,Essendon,Win,8,13,10,2
2547,Essendon,9,Away,59,2015-05-30,Saturday,7,MCG,83804,2015,Richmond,Loss,10,-13,8,2
2548,Adelaide,9,Home,57,2015-05-30,Saturday,7,Adelaide Oval,45518,2015,Fremantle,Loss,7,-11,1,2
2549,Fremantle,9,Away,68,2015-05-30,Saturday,7,Adelaide Oval,45518,2015,Adelaide,Win,1,11,7,5
2550,Brisbane Lions,9,Home,86,2015-05-31,Sunday,1,Gabba,16898,2015,St Kilda,Loss,16,-22,14,2
2551,St Kilda,9,Away,108,2015-05-31,Sunday,1,Gabba,16898,2015,Brisbane Lions,Win,14,22,16,1
2552,Collingwood,9,Home,112,2015-05-31,Sunday,3,MCG,43452,2015,North Melbourne,Win,4,17,13,3
2553,North Melbourne,9,Away,95,2015-05-31,Sunday,3,MCG,43452,2015,Collingwood,Loss,13,-17,4,3
2554,West Coast,9,Home,120,2015-05-31,Sunday,3,Subiaco,37676,2015,Geelong,Win,2,56,12,5
2555,Geelong,9,Away,64,2015-05-31,Sunday,3,Subiaco,37676,2015,West Coast,Loss,12,-56,2,3
2556,Fremantle,10,Home,70,2015-06-05,Friday,6,Subiaco,38019,2015,Richmond,Loss,1,-27,8,5
2557,Richmond,10,Away,97,2015-06-05,Friday,6,Subiaco,38019,2015,Fremantle,Win,8,27,1,3
2558,Carlton,10,Home,90,2015-06-06,Saturday,2,MCG,32035,2015,Adelaide,Loss,17,-9,7,0
2559,Adelaide,10,Away,99,2015-06-06,Saturday,2,MCG,32035,2015,Carlton,Win,7,9,17,2
2560,Gold Coast,10,Home,41,2015-06-06,Saturday,5,Carrara,13068,2015,Sydney,Loss,18,-52,2,1
2561,Sydney,10,Away,93,2015-06-06,Saturday,5,Carrara,13068,2015,Gold Coast,Win,2,52,18,4
2562,Essendon,10,Home,53,2015-06-06,Saturday,7,Docklands,40632,2015,Geelong,Loss,13,-69,10,2
2563,Geelong,10,Away,122,2015-06-06,Saturday,7,Docklands,40632,2015,Essendon,Win,10,69,13,3
2564,Port Adelaide,10,Home,100,2015-06-06,Saturday,7,Adelaide Oval,40907,2015,Western Bulldogs,Win,9,38,11,2
2565,Western Bulldogs,10,Away,62,2015-06-06,Saturday,7,Adelaide Oval,40907,2015,Port Adelaide,Loss,11,-38,9,2
2566,Greater Western Sydney,10,Home,97,2015-06-07,Sunday,1,Sydney Showground,9079,2015,Brisbane Lions,Win,5,30,16,3
2567,Brisbane Lions,10,Away,67,2015-06-07,Sunday,1,Sydney Showground,9079,2015,Greater Western Sydney,Loss,16,-30,5,2
2568,North Melbourne,10,Home,85,2015-06-07,Sunday,3,Bellerive Oval,12011,2015,West Coast,Win,12,10,3,2
2569,West Coast,10,Away,75,2015-06-07,Sunday,3,Bellerive Oval,12011,2015,North Melbourne,Loss,3,-10,12,5
2570,St Kilda,10,Home,69,2015-06-07,Sunday,5,Docklands,33886,2015,Hawthorn,Loss,14,-63,6,2
2571,Hawthorn,10,Away,132,2015-06-07,Sunday,5,Docklands,33886,2015,St Kilda,Win,6,63,14,3
2572,Melbourne,10,Home,85,2015-06-08,Monday,3,MCG,66120,2015,Collingwood,Loss,15,-25,4,1
2573,Collingwood,10,Away,110,2015-06-08,Monday,3,MCG,66120,2015,Melbourne,Win,4,25,15,3
2574,Port Adelaide,11,Home,69,2015-06-12,Friday,7,Adelaide Oval,46140,2015,Geelong,Loss,10,-23,9,2
2575,Geelong,11,Away,92,2015-06-12,Friday,7,Adelaide Oval,46140,2015,Port Adelaide,Win,9,23,10,3
2576,Gold Coast,11,Home,46,2015-06-13,Saturday,2,Carrara,8911,2015,Fremantle,Loss,17,-7,1,0
2577,Fremantle,11,Away,53,2015-06-13,Saturday,2,Carrara,8911,2015,Gold Coast,Win,1,7,17,4
2578,West Coast,11,Home,96,2015-06-13,Saturday,3,Subiaco,37306,2015,Essendon,Win,3,50,13,4
2579,Essendon,11,Away,46,2015-06-13,Saturday,3,Subiaco,37306,2015,West Coast,Loss,13,-50,3,1
2580,North Melbourne,11,Home,75,2015-06-13,Saturday,7,Docklands,32127,2015,Sydney,Loss,12,-16,2,3
2581,Sydney,11,Away,91,2015-06-13,Saturday,7,Docklands,32127,2015,North Melbourne,Win,2,16,12,5
2582,Collingwood,11,Home,119,2015-06-14,Sunday,1,MCG,43390,2015,Greater Western Sydney,Win,4,42,5,3
2583,Greater Western Sydney,11,Away,77,2015-06-14,Sunday,1,MCG,43390,2015,Collingwood,Loss,5,-42,4,4
2584,St Kilda,11,Home,85,2015-06-14,Sunday,5,Docklands,25217,2015,Melbourne,Win,14,2,15,2
2585,Melbourne,11,Away,83,2015-06-14,Sunday,5,Docklands,25217,2015,St Kilda,Loss,15,-2,14,1
