,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
1872,Greater Western Sydney,15,Home,68,2017-07-01,Saturday,7.0,Sydney Showground,15007,2017,Geelong,Loss,1
1873,Geelong,15,Away,68,2017-07-01,Saturday,7.0,Sydney Showground,15007,2017,Greater Western Sydney,Win,3
1874,Port Adelaide,15,Home,63,2017-07-01,Saturday,7.0,Adelaide Oval,39979,2017,Richmond,Loss,5
1875,Richmond,15,Away,76,2017-07-01,Saturday,7.0,Adelaide Oval,39979,2017,Port Adelaide,Loss,4
1876,Essendon,15,Home,82,2017-07-02,Sunday,1.0,Docklands,41246,2017,Brisbane Lions,Loss,11
1877,Brisbane Lions,15,Away,90,2017-07-02,Sunday,1.0,Docklands,41246,2017,Essendon,Loss,18
1878,Hawthorn,15,Home,118,2017-07-02,Sunday,3.0,MCG,56593,2017,Collingwood,Win,13
1879,Collingwood,15,Away,94,2017-07-02,Sunday,3.0,MCG,56593,2017,Hawthorn,Win,15
1880,Fremantle,15,Home,80,2017-07-02,Sunday,3.0,Subiaco,30541,2017,St Kilda,Loss,14
1881,St Kilda,15,Away,89,2017-07-02,Sunday,3.0,Subiaco,30541,2017,Fremantle,Loss,8
1882,Adelaide,16,Home,104,2017-07-07,Friday,7.0,Adelaide Oval,41948,2017,Western Bulldogs,Win,1
1883,Western Bulldogs,16,Away,45,2017-07-07,Friday,7.0,Adelaide Oval,41948,2017,Adelaide,Loss,11
1884,Hawthorn,16,Home,97,2017-07-08,Saturday,2.0,York Park,12156,2017,Greater Western Sydney,Loss,13
1885,Greater Western Sydney,16,Away,97,2017-07-08,Saturday,2.0,York Park,12156,2017,Hawthorn,Win,2
1886,Collingwood,16,Home,80,2017-07-08,Saturday,2.0,MCG,63537,2017,Essendon,Loss,15
1887,Essendon,16,Away,117,2017-07-08,Saturday,2.0,MCG,63537,2017,Collingwood,Loss,10
1888,Sydney,16,Home,118,2017-07-08,Saturday,5.0,SCG,32987,2017,Gold Coast,Win,8
1889,Gold Coast,16,Away,51,2017-07-08,Saturday,5.0,SCG,32987,2017,Sydney,Loss,14
1890,Brisbane Lions,16,Home,78,2017-07-08,Saturday,7.0,Gabba,18769,2017,Geelong,Loss,18
1891,Geelong,16,Away,163,2017-07-08,Saturday,7.0,Gabba,18769,2017,Brisbane Lions,Win,3
1892,St Kilda,16,Home,138,2017-07-08,Saturday,7.0,Docklands,47514,2017,Richmond,Win,7
1893,Richmond,16,Away,71,2017-07-08,Saturday,7.0,Docklands,47514,2017,St Kilda,Loss,6
1894,North Melbourne,16,Home,82,2017-07-09,Sunday,1.0,Docklands,19267,2017,Fremantle,Loss,17
1895,Fremantle,16,Away,86,2017-07-09,Sunday,1.0,Docklands,19267,2017,North Melbourne,Win,12
1896,Carlton,16,Home,82,2017-07-09,Sunday,3.0,MCG,47266,2017,Melbourne,Loss,16
1897,Melbourne,16,Away,90,2017-07-09,Sunday,3.0,MCG,47266,2017,Carlton,Win,5
1898,West Coast,16,Home,88,2017-07-09,Sunday,3.0,Subiaco,36766,2017,Port Adelaide,Loss,9
1899,Port Adelaide,16,Away,120,2017-07-09,Sunday,3.0,Subiaco,36766,2017,West Coast,Win,4
1900,St Kilda,17,Home,57,2017-07-14,Friday,8.0,Docklands,47156,2017,Essendon,Loss,9
1901,Essendon,17,Away,118,2017-07-14,Friday,8.0,Docklands,47156,2017,St Kilda,Win,10
1902,Geelong,17,Home,88,2017-07-15,Saturday,2.0,MCG,70345,2017,Hawthorn,Win,2
1903,Hawthorn,17,Away,85,2017-07-15,Saturday,2.0,MCG,70345,2017,Geelong,Loss,13
1904,Port Adelaide,17,Home,127,2017-07-15,Saturday,2.0,Adelaide Oval,34138,2017,North Melbourne,Win,4
1905,North Melbourne,17,Away,57,2017-07-15,Saturday,2.0,Adelaide Oval,34138,2017,Port Adelaide,Loss,17
1906,Gold Coast,17,Home,88,2017-07-15,Saturday,5.0,Carrara,17275,2017,Collingwood,Loss,15
1907,Collingwood,17,Away,103,2017-07-15,Saturday,5.0,Carrara,17275,2017,Gold Coast,Win,14
1908,Greater Western Sydney,17,Home,83,2017-07-15,Saturday,7.0,Sydney Showground,21924,2017,Sydney,Loss,3
1909,Sydney,17,Away,96,2017-07-15,Saturday,7.0,Sydney Showground,21924,2017,Greater Western Sydney,Win,6
1910,Melbourne,17,Home,70,2017-07-15,Saturday,7.0,Marrara Oval,12104,2017,Adelaide,Loss,7
1911,Adelaide,17,Away,116,2017-07-15,Saturday,7.0,Marrara Oval,12104,2017,Melbourne,Win,1
1912,Richmond,17,Home,112,2017-07-16,Sunday,1.0,Docklands,28188,2017,Brisbane Lions,Win,5
1913,Brisbane Lions,17,Away,81,2017-07-16,Sunday,1.0,Docklands,28188,2017,Richmond,Win,18
1914,Carlton,17,Home,62,2017-07-16,Sunday,3.0,MCG,35157,2017,Western Bulldogs,Loss,16
1915,Western Bulldogs,17,Away,82,2017-07-16,Sunday,3.0,MCG,35157,2017,Carlton,Win,11
1916,Fremantle,17,Home,44,2017-07-16,Sunday,3.0,Subiaco,38722,2017,West Coast,Loss,12
1917,West Coast,17,Away,74,2017-07-16,Sunday,3.0,Subiaco,38722,2017,Fremantle,Loss,8
1918,Adelaide,18,Home,91,2017-07-21,Friday,7.0,Adelaide Oval,50464,2017,Geelong,Win,1
1919,Geelong,18,Away,70,2017-07-21,Friday,7.0,Adelaide Oval,50464,2017,Adelaide,Loss,2
1920,Essendon,18,Home,132,2017-07-22,Saturday,2.0,Docklands,40359,2017,North Melbourne,Win,8
1921,North Melbourne,18,Away,105,2017-07-22,Saturday,2.0,Docklands,40359,2017,Essendon,Win,17
1922,Melbourne,18,Home,88,2017-07-22,Saturday,2.0,MCG,27068,2017,Port Adelaide,Win,7
1923,Port Adelaide,18,Away,65,2017-07-22,Saturday,2.0,MCG,27068,2017,Melbourne,Loss,5
1924,Western Bulldogs,18,Home,110,2017-07-22,Saturday,5.0,Cazaly's Stadium,9364,2017,Gold Coast,Win,10
1925,Gold Coast,18,Away,56,2017-07-22,Saturday,5.0,Cazaly's Stadium,9364,2017,Western Bulldogs,Loss,15
1926,Sydney,18,Home,101,2017-07-22,Saturday,7.0,SCG,35773,2017,St Kilda,Win,6
1927,St Kilda,18,Away,59,2017-07-22,Saturday,7.0,SCG,35773,2017,Sydney,Win,11
1928,Fremantle,18,Home,48,2017-07-22,Saturday,6.0,Subiaco,30818,2017,Hawthorn,Loss,14
1929,Hawthorn,18,Away,100,2017-07-22,Saturday,6.0,Subiaco,30818,2017,Fremantle,Win,12
1930,Richmond,18,Home,64,2017-07-23,Sunday,1.0,MCG,33467,2017,Greater Western Sydney,Win,4
1931,Greater Western Sydney,18,Away,45,2017-07-23,Sunday,1.0,MCG,33467,2017,Richmond,Loss,3
1932,Collingwood,18,Home,93,2017-07-23,Sunday,3.0,Docklands,22927,2017,West Coast,Win,13
1933,West Coast,18,Away,85,2017-07-23,Sunday,3.0,Docklands,22927,2017,Collingwood,Loss,9
1934,Brisbane Lions,18,Home,112,2017-07-23,Sunday,5.0,Gabba,18847,2017,Carlton,Win,18
1935,Carlton,18,Away,82,2017-07-23,Sunday,5.0,Gabba,18847,2017,Brisbane Lions,Win,16
1936,Hawthorn,19,Home,72,2017-07-28,Friday,8.0,MCG,52181,2017,Sydney,Win,12
1937,Sydney,19,Away,66,2017-07-28,Friday,8.0,MCG,52181,2017,Hawthorn,Loss,6
1938,North Melbourne,19,Home,76,2017-07-29,Saturday,2.0,Bellerive Oval,13939,2017,Melbourne,Win,16
1939,Melbourne,19,Away,72,2017-07-29,Saturday,2.0,Bellerive Oval,13939,2017,North Melbourne,Loss,7
1940,Greater Western Sydney,19,Home,98,2017-07-29,Saturday,2.0,Sydney Showground,11233,2017,Fremantle,Win,3
1941,Fremantle,19,Away,86,2017-07-29,Saturday,2.0,Sydney Showground,11233,2017,Greater Western Sydney,Win,14
1942,Port Adelaide,19,Home,63,2017-07-29,Saturday,4.0,Adelaide Oval,30355,2017,St Kilda,Win,5
1943,St Kilda,19,Away,61,2017-07-29,Saturday,4.0,Adelaide Oval,30355,2017,Port Adelaide,Win,11
1944,Carlton,19,Home,58,2017-07-29,Saturday,7.0,Docklands,35460,2017,Geelong,Loss,17
1945,Geelong,19,Away,123,2017-07-29,Saturday,7.0,Docklands,35460,2017,Carlton,Win,2
1946,Gold Coast,19,Home,65,2017-07-29,Saturday,7.0,Carrara,16207,2017,Richmond,Loss,15
1947,Richmond,19,Away,98,2017-07-29,Saturday,7.0,Carrara,16207,2017,Gold Coast,Loss,4
1948,Western Bulldogs,19,Home,127,2017-07-30,Sunday,1.0,Docklands,48754,2017,Essendon,Win,9
1949,Essendon,19,Away,97,2017-07-30,Sunday,1.0,Docklands,48754,2017,Western Bulldogs,Loss,10
1950,Collingwood,19,Home,103,2017-07-30,Sunday,3.0,MCG,33269,2017,Adelaide,Loss,13
1951,Adelaide,19,Away,103,2017-07-30,Sunday,3.0,MCG,33269,2017,Collingwood,Loss,1
1952,West Coast,19,Home,113,2017-07-30,Sunday,3.0,Subiaco,32652,2017,Brisbane Lions,Win,8
1953,Brisbane Lions,19,Away,45,2017-07-30,Sunday,3.0,Subiaco,32652,2017,West Coast,Loss,18
1954,Geelong,20,Home,61,2017-08-04,Friday,8.0,Kardinia Park,30833,2017,Sydney,Loss,4
1955,Sydney,20,Away,107,2017-08-04,Friday,8.0,Kardinia Park,30833,2017,Geelong,Win,6
1956,Greater Western Sydney,20,Home,97,2017-08-05,Saturday,2.0,Manuka Oval,14274,2017,Melbourne,Win,2
1957,Melbourne,20,Away,62,2017-08-05,Saturday,2.0,Manuka Oval,14274,2017,Greater Western Sydney,Loss,10
1958,Essendon,20,Home,84,2017-08-05,Saturday,2.0,MCG,58562,2017,Carlton,Win,8
1959,Carlton,20,Away,76,2017-08-05,Saturday,2.0,MCG,58562,2017,Essendon,Loss,17
1960,Brisbane Lions,20,Home,89,2017-08-05,Saturday,5.0,Gabba,16148,2017,Western Bulldogs,Loss,18
1961,Western Bulldogs,20,Away,103,2017-08-05,Saturday,5.0,Gabba,16148,2017,Brisbane Lions,Win,7
1962,North Melbourne,20,Home,57,2017-08-05,Saturday,7.0,Docklands,33394,2017,Collingwood,Loss,16
1963,Collingwood,20,Away,111,2017-08-05,Saturday,7.0,Docklands,33394,2017,North Melbourne,Win,12
1964,Fremantle,20,Home,90,2017-08-05,Saturday,6.0,Subiaco,27050,2017,Gold Coast,Win,14
1965,Gold Coast,20,Away,67,2017-08-05,Saturday,6.0,Subiaco,27050,2017,Fremantle,Loss,15
1966,St Kilda,20,Home,103,2017-08-06,Sunday,1.0,Docklands,22688,2017,West Coast,Win,11
1967,West Coast,20,Away,95,2017-08-06,Sunday,1.0,Docklands,22688,2017,St Kilda,Win,9
1968,Richmond,20,Home,93,2017-08-06,Sunday,3.0,MCG,58342,2017,Hawthorn,Win,3
1969,Hawthorn,20,Away,64,2017-08-06,Sunday,3.0,MCG,58342,2017,Richmond,Loss,13
1970,Adelaide,20,Home,130,2017-08-06,Sunday,4.0,Adelaide Oval,45028,2017,Port Adelaide,Win,1
1971,Port Adelaide,20,Away,46,2017-08-06,Sunday,4.0,Adelaide Oval,45028,2017,Adelaide,Loss,5
1972,Western Bulldogs,21,Home,57,2017-08-11,Friday,8.0,Docklands,30672,2017,Greater Western Sydney,Loss,9
1973,Greater Western Sydney,21,Away,105,2017-08-11,Friday,8.0,Docklands,30672,2017,Western Bulldogs,Loss,2
1974,Sydney,21,Home,143,2017-08-12,Saturday,2.0,SCG,39281,2017,Fremantle,Win,5
1975,Fremantle,21,Away,39,2017-08-12,Saturday,2.0,SCG,39281,2017,Sydney,Loss,14
1976,Geelong,21,Home,80,2017-08-12,Saturday,2.0,Kardinia Park,32266,2017,Richmond,Win,3
1977,Richmond,21,Away,66,2017-08-12,Saturday,2.0,Kardinia Park,32266,2017,Geelong,Loss,4
1978,Brisbane Lions,21,Home,142,2017-08-12,Saturday,5.0,Gabba,17772,2017,Gold Coast,Win,18
1979,Gold Coast,21,Away,84,2017-08-12,Saturday,5.0,Gabba,17772,2017,Brisbane Lions,Win,15
1980,Essendon,21,Home,80,2017-08-12,Saturday,7.0,Docklands,38487,2017,Adelaide,Loss,10
1981,Adelaide,21,Away,123,2017-08-12,Saturday,7.0,Docklands,38487,2017,Essendon,Win,1
1982,West Coast,21,Home,100,2017-08-12,Saturday,6.0,Subiaco,30491,2017,Carlton,Win,8
1983,Carlton,21,Away,83,2017-08-12,Saturday,6.0,Subiaco,30491,2017,West Coast,Loss,17
1984,Melbourne,21,Home,96,2017-08-13,Sunday,1.0,MCG,53115,2017,St Kilda,Win,7
1985,St Kilda,21,Away,72,2017-08-13,Sunday,1.0,MCG,53115,2017,Melbourne,Loss,11
1986,Hawthorn,21,Home,116,2017-08-13,Sunday,3.0,York Park,14509,2017,North Melbourne,Win,12
1987,North Melbourne,21,Away,89,2017-08-13,Sunday,3.0,York Park,14509,2017,Hawthorn,Loss,16
1988,Port Adelaide,21,Home,98,2017-08-13,Sunday,4.0,Adelaide Oval,37533,2017,Collingwood,Win,6
1989,Collingwood,21,Away,71,2017-08-13,Sunday,4.0,Adelaide Oval,37533,2017,Port Adelaide,Loss,13
1990,Adelaide,22,Home,80,2017-08-18,Friday,7.0,Adelaide Oval,51466,2017,Sydney,Loss,1
1991,Sydney,22,Away,83,2017-08-18,Friday,7.0,Adelaide Oval,51466,2017,Adelaide,Win,6
1992,Western Bulldogs,22,Home,79,2017-08-19,Saturday,2.0,Eureka Stadium,10087,2017,Port Adelaide,Loss,11
1993,Port Adelaide,22,Away,96,2017-08-19,Saturday,2.0,Eureka Stadium,10087,2017,Western Bulldogs,Win,5
1994,Collingwood,22,Home,59,2017-08-19,Saturday,2.0,MCG,47889,2017,Geelong,Loss,13
1995,Geelong,22,Away,70,2017-08-19,Saturday,2.0,MCG,47889,2017,Collingwood,Loss,3
1996,Greater Western Sydney,22,Home,81,2017-08-19,Saturday,5.0,Sydney Showground,15751,2017,West Coast,Win,2
1997,West Coast,22,Away,60,2017-08-19,Saturday,5.0,Sydney Showground,15751,2017,Greater Western Sydney,Loss,9
1998,Carlton,22,Home,77,2017-08-19,Saturday,7.0,Docklands,35799,2017,Hawthorn,Win,15
1999,Hawthorn,22,Away,70,2017-08-19,Saturday,7.0,Docklands,35799,2017,Carlton,Win,12
2000,Gold Coast,22,Home,57,2017-08-19,Saturday,7.0,Carrara,16817,2017,Essendon,Loss,16
2001,Essendon,22,Away,90,2017-08-19,Saturday,7.0,Carrara,16817,2017,Gold Coast,Loss,8
2002,Melbourne,22,Home,104,2017-08-20,Sunday,1.0,MCG,30422,2017,Brisbane Lions,Win,7
2003,Brisbane Lions,22,Away,91,2017-08-20,Sunday,1.0,MCG,30422,2017,Melbourne,Loss,18
2004,St Kilda,22,Home,127,2017-08-20,Sunday,3.0,Docklands,29126,2017,North Melbourne,Win,10
2005,North Melbourne,22,Away,78,2017-08-20,Sunday,3.0,Docklands,29126,2017,St Kilda,Win,17
2006,Fremantle,22,Home,51,2017-08-20,Sunday,3.0,Subiaco,34204,2017,Richmond,Loss,14
2007,Richmond,22,Away,155,2017-08-20,Sunday,3.0,Subiaco,34204,2017,Fremantle,Win,4
2008,Hawthorn,23,Home,99,2017-08-25,Friday,8.0,Docklands,48090,2017,Western Bulldogs,Win,12
2009,Western Bulldogs,23,Away,90,2017-08-25,Friday,8.0,Docklands,48090,2017,Hawthorn,Loss,10
2010,Collingwood,23,Home,99,2017-08-26,Saturday,2.0,MCG,51223,2017,Melbourne,Win,13
2011,Melbourne,23,Away,83,2017-08-26,Saturday,2.0,MCG,51223,2017,Collingwood,Win,9
2012,Brisbane Lions,23,Home,79,2017-08-26,Saturday,2.0,Gabba,15416,2017,North Melbourne,Loss,18
2013,North Melbourne,23,Away,130,2017-08-26,Saturday,2.0,Gabba,15416,2017,Brisbane Lions,Loss,15
2014,Sydney,23,Home,138,2017-08-26,Saturday,5.0,SCG,38965,2017,Carlton,Win,6
2015,Carlton,23,Away,57,2017-08-26,Saturday,5.0,SCG,38965,2017,Sydney,Loss,16
2016,Geelong,23,Home,103,2017-08-26,Saturday,7.0,Kardinia Park,30087,2017,Greater Western Sydney,Win,2
2017,Greater Western Sydney,23,Away,59,2017-08-26,Saturday,7.0,Kardinia Park,30087,2017,Geelong,Loss,4
2018,Port Adelaide,23,Home,135,2017-08-26,Saturday,7.0,Adelaide Oval,34288,2017,Gold Coast,Win,5
2019,Gold Coast,23,Away,20,2017-08-26,Saturday,7.0,Adelaide Oval,34288,2017,Port Adelaide,Loss,17
2020,Essendon,23,Home,107,2017-08-27,Sunday,1.0,Docklands,42665,2017,Fremantle,Win,7
2021,Fremantle,23,Away,92,2017-08-27,Sunday,1.0,Docklands,42665,2017,Essendon,Loss,14
2022,Richmond,23,Home,122,2017-08-27,Sunday,3.0,MCG,69104,2017,St Kilda,Win,3
2023,St Kilda,23,Away,81,2017-08-27,Sunday,3.0,MCG,69104,2017,Richmond,Loss,11
2024,West Coast,23,Home,100,2017-08-27,Sunday,3.0,Subiaco,39367,2017,Adelaide,Win,8
2025,Adelaide,23,Away,71,2017-08-27,Sunday,3.0,Subiaco,39367,2017,West Coast,Loss,1
2026,Richmond,1,Home,92,2016-03-24,Thursday,7.0,MCG,75706,2016,Carlton,Win,7
2027,Carlton,1,Away,83,2016-03-24,Thursday,7.0,MCG,75706,2016,Richmond,Win,12
2028,Melbourne,1,Home,80,2016-03-26,Saturday,2.0,MCG,28505,2016,Greater Western Sydney,Win,9
2029,Greater Western Sydney,1,Away,78,2016-03-26,Saturday,2.0,MCG,28505,2016,Melbourne,Loss,10
2030,Gold Coast,1,Home,121,2016-03-26,Saturday,4.0,Carrara,16239,2016,Essendon,Win,3
2031,Essendon,1,Away,60,2016-03-26,Saturday,4.0,Carrara,16239,2016,Gold Coast,Loss,16
2032,North Melbourne,1,Home,107,2016-03-26,Saturday,7.0,Docklands,25485,2016,Adelaide,Win,8
2033,Adelaide,1,Away,97,2016-03-26,Saturday,7.0,Docklands,25485,2016,North Melbourne,Loss,11
2034,Sydney,1,Home,133,2016-03-26,Saturday,7.0,SCG,33857,2016,Collingwood,Win,2
2035,Collingwood,1,Away,53,2016-03-26,Saturday,7.0,SCG,33857,2016,Sydney,Loss,17
2036,Western Bulldogs,1,Home,103,2016-03-27,Sunday,1.0,Docklands,27832,2016,Fremantle,Win,1
2037,Fremantle,1,Away,38,2016-03-27,Sunday,1.0,Docklands,27832,2016,Western Bulldogs,Loss,18
2038,Port Adelaide,1,Home,133,2016-03-27,Sunday,3.0,Adelaide Oval,42896,2016,St Kilda,Win,6
2039,St Kilda,1,Away,100,2016-03-27,Sunday,3.0,Adelaide Oval,42896,2016,Port Adelaide,Loss,13
2040,West Coast,1,Home,166,2016-03-27,Sunday,5.0,Subiaco,35201,2016,Brisbane Lions,Win,4
2041,Brisbane Lions,1,Away,102,2016-03-27,Sunday,5.0,Subiaco,35201,2016,West Coast,Loss,15
2042,Geelong,1,Home,116,2016-03-28,Monday,3.0,MCG,74218,2016,Hawthorn,Win,5
2043,Hawthorn,1,Away,86,2016-03-28,Monday,3.0,MCG,74218,2016,Geelong,Loss,14
2044,Collingwood,2,Home,87,2016-04-01,Friday,8.0,MCG,72761,2016,Richmond,Win,14
2045,Richmond,2,Away,86,2016-04-01,Friday,8.0,MCG,72761,2016,Collingwood,Loss,10
2046,Adelaide,2,Home,144,2016-04-02,Saturday,1.0,Adelaide Oval,50555,2016,Port Adelaide,Win,5
2047,Port Adelaide,2,Away,86,2016-04-02,Saturday,1.0,Adelaide Oval,50555,2016,Adelaide,Win,12
2048,Essendon,2,Home,80,2016-04-02,Saturday,2.0,MCG,50424,2016,Melbourne,Win,13
2049,Melbourne,2,Away,67,2016-04-02,Saturday,2.0,MCG,50424,2016,Essendon,Loss,11
2050,Brisbane Lions,2,Home,83,2016-04-02,Saturday,4.0,Gabba,18021,2016,North Melbourne,Loss,16
2051,North Melbourne,2,Away,117,2016-04-02,Saturday,4.0,Gabba,18021,2016,Brisbane Lions,Win,4
2052,St Kilda,2,Home,36,2016-04-02,Saturday,7.0,Docklands,37353,2016,Western Bulldogs,Loss,18
2053,Western Bulldogs,2,Away,93,2016-04-02,Saturday,7.0,Docklands,37353,2016,St Kilda,Loss,1
2054,Fremantle,2,Home,100,2016-04-02,Saturday,5.0,Subiaco,34208,2016,Gold Coast,Loss,17
2055,Gold Coast,2,Away,126,2016-04-02,Saturday,5.0,Subiaco,34208,2016,Fremantle,Win,3
2056,Greater Western Sydney,2,Home,89,2016-04-03,Sunday,1.0,Manuka Oval,13656,2016,Geelong,Win,9
2057,Geelong,2,Away,76,2016-04-03,Sunday,1.0,Manuka Oval,13656,2016,Greater Western Sydney,Loss,6
2058,Hawthorn,2,Home,99,2016-04-03,Sunday,3.0,MCG,42977,2016,West Coast,Win,7
2059,West Coast,2,Away,53,2016-04-03,Sunday,3.0,MCG,42977,2016,Hawthorn,Loss,8
2060,Carlton,2,Home,71,2016-04-03,Sunday,5.0,Docklands,33146,2016,Sydney,Loss,15
2061,Sydney,2,Away,131,2016-04-03,Sunday,5.0,Docklands,33146,2016,Carlton,Win,2
2062,Port Adelaide,3,Home,112,2016-04-08,Friday,7.0,Adelaide Oval,43663,2016,Essendon,Win,8
2063,Essendon,3,Away,51,2016-04-08,Friday,7.0,Adelaide Oval,43663,2016,Port Adelaide,Loss,15
2064,St Kilda,3,Home,119,2016-04-09,Saturday,2.0,MCG,50903,2016,Collingwood,Win,13
2065,Collingwood,3,Away,90,2016-04-09,Saturday,2.0,MCG,50903,2016,St Kilda,Loss,14
2066,Richmond,3,Home,92,2016-04-09,Saturday,2.0,Docklands,29951,2016,Adelaide,Loss,12
2067,Adelaide,3,Away,128,2016-04-09,Saturday,2.0,Docklands,29951,2016,Richmond,Win,6
2068,Sydney,3,Home,93,2016-04-09,Saturday,5.0,SCG,37045,2016,Greater Western Sydney,Win,1
2069,Greater Western Sydney,3,Away,68,2016-04-09,Saturday,5.0,SCG,37045,2016,Sydney,Loss,11
2070,Gold Coast,3,Home,95,2016-04-09,Saturday,7.0,Carrara,13885,2016,Carlton,Win,2
2071,Carlton,3,Away,41,2016-04-09,Saturday,7.0,Carrara,13885,2016,Gold Coast,Loss,17
2072,West Coast,3,Home,92,2016-04-09,Saturday,6.0,Subiaco,40555,2016,Fremantle,Win,7
2073,Fremantle,3,Away,59,2016-04-09,Saturday,6.0,Subiaco,40555,2016,West Coast,Loss,16
2074,North Melbourne,3,Home,136,2016-04-10,Sunday,1.0,Bellerive Oval,12607,2016,Melbourne,Win,3
2075,Melbourne,3,Away,131,2016-04-10,Sunday,1.0,Bellerive Oval,12607,2016,North Melbourne,Win,10
2076,Western Bulldogs,3,Home,90,2016-04-10,Sunday,3.0,Docklands,46808,2016,Hawthorn,Loss,4
2077,Hawthorn,3,Away,93,2016-04-10,Sunday,3.0,Docklands,46808,2016,Western Bulldogs,Loss,9
2078,Geelong,3,Home,125,2016-04-10,Sunday,5.0,Kardinia Park,23320,2016,Brisbane Lions,Win,5
2079,Brisbane Lions,3,Away,56,2016-04-10,Sunday,5.0,Kardinia Park,23320,2016,Geelong,Loss,18
2080,West Coast,4,Home,125,2016-04-15,Friday,6.0,Subiaco,38860,2016,Richmond,Win,6
2081,Richmond,4,Away,57,2016-04-15,Friday,6.0,Subiaco,38860,2016,West Coast,Win,13
2082,Essendon,4,Home,42,2016-04-16,Saturday,2.0,MCG,42723,2016,Geelong,Loss,16
2083,Geelong,4,Away,72,2016-04-16,Saturday,2.0,MCG,42723,2016,Essendon,Loss,4
2084,Hawthorn,4,Home,87,2016-04-16,Saturday,2.0,York Park,17052,2016,St Kilda,Win,8
2085,St Kilda,4,Away,84,2016-04-16,Saturday,2.0,York Park,17052,2016,Hawthorn,Loss,12
2086,Brisbane Lions,4,Home,107,2016-04-16,Saturday,5.0,Gabba,20041,2016,Gold Coast,Win,14
2087,Gold Coast,4,Away,94,2016-04-16,Saturday,5.0,Gabba,20041,2016,Brisbane Lions,Win,5
2088,Carlton,4,Home,49,2016-04-16,Saturday,7.0,Docklands,27622,2016,Western Bulldogs,Loss,18
2089,Western Bulldogs,4,Away,85,2016-04-16,Saturday,7.0,Docklands,27622,2016,Carlton,Loss,2
2090,Adelaide,4,Home,113,2016-04-16,Saturday,7.0,Adelaide Oval,50369,2016,Sydney,Win,7
2091,Sydney,4,Away,103,2016-04-16,Saturday,7.0,Adelaide Oval,50369,2016,Adelaide,Loss,3
2092,Greater Western Sydney,4,Home,151,2016-04-17,Sunday,1.0,Manuka Oval,10028,2016,Port Adelaide,Win,9
2093,Port Adelaide,4,Away,65,2016-04-17,Sunday,1.0,Manuka Oval,10028,2016,Greater Western Sydney,Loss,11
2094,Collingwood,4,Home,67,2016-04-17,Sunday,3.0,MCG,47558,2016,Melbourne,Loss,15
2095,Melbourne,4,Away,102,2016-04-17,Sunday,3.0,MCG,47558,2016,Collingwood,Loss,10
2096,North Melbourne,4,Home,132,2016-04-17,Sunday,5.0,Docklands,23393,2016,Fremantle,Win,1
2097,Fremantle,4,Away,101,2016-04-17,Sunday,5.0,Docklands,23393,2016,North Melbourne,Loss,17
2098,Hawthorn,5,Home,112,2016-04-22,Friday,8.0,MCG,45781,2016,Adelaide,Win,5
2099,Adelaide,5,Away,109,2016-04-22,Friday,8.0,MCG,45781,2016,Hawthorn,Win,9
2100,Sydney,5,Home,88,2016-04-23,Saturday,2.0,SCG,35427,2016,West Coast,Win,3
2101,West Coast,5,Away,49,2016-04-23,Saturday,2.0,SCG,35427,2016,Sydney,Loss,8
2102,Gold Coast,5,Home,81,2016-04-23,Saturday,5.0,Carrara,13351,2016,North Melbourne,Loss,7
2103,North Melbourne,5,Away,119,2016-04-23,Saturday,5.0,Carrara,13351,2016,Gold Coast,Loss,1
2104,Western Bulldogs,5,Home,120,2016-04-23,Saturday,7.0,Docklands,25097,2016,Brisbane Lions,Win,2
2105,Brisbane Lions,5,Away,67,2016-04-23,Saturday,7.0,Docklands,25097,2016,Western Bulldogs,Win,16
2106,Port Adelaide,5,Home,59,2016-04-23,Saturday,7.0,Adelaide Oval,43984,2016,Geelong,Loss,12
2107,Geelong,5,Away,107,2016-04-23,Saturday,7.0,Adelaide Oval,43984,2016,Port Adelaide,Win,4
2108,St Kilda,5,Home,79,2016-04-24,Sunday,1.0,Docklands,21052,2016,Greater Western Sydney,Loss,13
2109,Greater Western Sydney,5,Away,126,2016-04-24,Sunday,1.0,Docklands,21052,2016,St Kilda,Win,6
2110,Fremantle,5,Home,68,2016-04-24,Sunday,2.0,Subiaco,34796,2016,Carlton,Loss,18
2111,Carlton,5,Away,72,2016-04-24,Sunday,2.0,Subiaco,34796,2016,Fremantle,Loss,15
2112,Melbourne,5,Home,129,2016-04-24,Sunday,7.0,MCG,60867,2016,Richmond,Win,10
2113,Richmond,5,Away,96,2016-04-24,Sunday,7.0,MCG,60867,2016,Melbourne,Loss,14
2114,Collingwood,5,Home,142,2016-04-25,Monday,3.0,MCG,85082,2016,Essendon,Win,11
2115,Essendon,5,Away,73,2016-04-25,Monday,3.0,MCG,85082,2016,Collingwood,Win,17
2116,North Melbourne,6,Home,61,2016-04-29,Friday,8.0,Docklands,47622,2016,Western Bulldogs,Win,1
2117,Western Bulldogs,6,Away,45,2016-04-29,Friday,8.0,Docklands,47622,2016,North Melbourne,Loss,4
2118,Melbourne,6,Home,96,2016-04-30,Saturday,2.0,Docklands,27260,2016,St Kilda,Loss,9
2119,St Kilda,6,Away,135,2016-04-30,Saturday,2.0,Docklands,27260,2016,Melbourne,Win,12
