,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
2120,Adelaide,6,Home,97,2016-04-30,Saturday,2.0,Adelaide Oval,46431,2016,Fremantle,Win,7
2121,Fremantle,6,Away,64,2016-04-30,Saturday,2.0,Adelaide Oval,46431,2016,Adelaide,Loss,18
2122,Greater Western Sydney,6,Home,158,2016-04-30,Saturday,5.0,Sydney Showground,13766,2016,Hawthorn,Win,5
2123,Hawthorn,6,Away,83,2016-04-30,Saturday,5.0,Sydney Showground,13766,2016,Greater Western Sydney,Loss,8
2124,Geelong,6,Home,168,2016-04-30,Saturday,7.0,Kardinia Park,23007,2016,Gold Coast,Win,2
2125,Gold Coast,6,Away,48,2016-04-30,Saturday,7.0,Kardinia Park,23007,2016,Geelong,Loss,10
2126,Richmond,6,Home,59,2016-04-30,Saturday,7.0,MCG,27077,2016,Port Adelaide,Loss,15
2127,Port Adelaide,6,Away,94,2016-04-30,Saturday,7.0,MCG,27077,2016,Richmond,Loss,11
2128,Brisbane Lions,6,Home,94,2016-05-01,Sunday,1.0,Gabba,14646,2016,Sydney,Loss,16
2129,Sydney,6,Away,97,2016-05-01,Sunday,1.0,Gabba,14646,2016,Brisbane Lions,Win,3
2130,Carlton,6,Home,72,2016-05-01,Sunday,3.0,MCG,43827,2016,Essendon,Win,14
2131,Essendon,6,Away,57,2016-05-01,Sunday,3.0,MCG,43827,2016,Carlton,Loss,17
2132,West Coast,6,Home,124,2016-05-01,Sunday,3.0,Subiaco,37931,2016,Collingwood,Win,6
2133,Collingwood,6,Away,62,2016-05-01,Sunday,3.0,Subiaco,37931,2016,West Coast,Loss,13
2134,Richmond,7,Home,90,2016-05-06,Friday,8.0,MCG,49678,2016,Hawthorn,Loss,15
2135,Hawthorn,7,Away,136,2016-05-06,Friday,8.0,MCG,49678,2016,Richmond,Win,6
2136,Collingwood,7,Home,84,2016-05-07,Saturday,2.0,MCG,60222,2016,Carlton,Loss,14
2137,Carlton,7,Away,99,2016-05-07,Saturday,2.0,MCG,60222,2016,Collingwood,Loss,12
2138,Geelong,7,Home,123,2016-05-07,Saturday,2.0,Kardinia Park,25429,2016,West Coast,Win,2
2139,West Coast,7,Away,79,2016-05-07,Saturday,2.0,Kardinia Park,25429,2016,Geelong,Loss,7
2140,Sydney,7,Home,135,2016-05-07,Saturday,5.0,SCG,29527,2016,Essendon,Win,3
2141,Essendon,7,Away,54,2016-05-07,Saturday,5.0,SCG,29527,2016,Sydney,Loss,17
2142,Gold Coast,7,Home,87,2016-05-07,Saturday,5.0,Carrara,12780,2016,Melbourne,Loss,11
2143,Melbourne,7,Away,160,2016-05-07,Saturday,5.0,Carrara,12780,2016,Gold Coast,Win,9
2144,Western Bulldogs,7,Home,123,2016-05-07,Saturday,8.0,Docklands,26984,2016,Adelaide,Win,4
2145,Adelaide,7,Away,108,2016-05-07,Saturday,8.0,Docklands,26984,2016,Western Bulldogs,Win,8
2146,Fremantle,7,Home,77,2016-05-07,Saturday,6.0,Subiaco,28201,2016,Greater Western Sydney,Loss,18
2147,Greater Western Sydney,7,Away,95,2016-05-07,Saturday,6.0,Subiaco,28201,2016,Fremantle,Win,5
2148,St Kilda,7,Home,75,2016-05-08,Sunday,3.0,Docklands,27254,2016,North Melbourne,Loss,13
2149,North Melbourne,7,Away,82,2016-05-08,Sunday,3.0,Docklands,27254,2016,St Kilda,Loss,1
2150,Port Adelaide,7,Home,136,2016-05-08,Sunday,4.0,Adelaide Oval,31544,2016,Brisbane Lions,Win,10
2151,Brisbane Lions,7,Away,59,2016-05-08,Sunday,4.0,Adelaide Oval,31544,2016,Port Adelaide,Loss,16
2152,Adelaide,8,Home,72,2016-05-13,Friday,7.0,Adelaide Oval,53141,2016,Geelong,Loss,8
2153,Geelong,8,Away,98,2016-05-13,Friday,7.0,Adelaide Oval,53141,2016,Adelaide,Win,2
2154,Essendon,8,Home,60,2016-05-14,Saturday,2.0,Docklands,30321,2016,North Melbourne,Loss,17
2155,North Melbourne,8,Away,74,2016-05-14,Saturday,2.0,Docklands,30321,2016,Essendon,Loss,1
2156,Hawthorn,8,Home,116,2016-05-14,Saturday,2.0,York Park,12012,2016,Fremantle,Win,6
2157,Fremantle,8,Away,75,2016-05-14,Saturday,2.0,York Park,12012,2016,Hawthorn,Loss,18
2158,Greater Western Sydney,8,Home,149,2016-05-14,Saturday,5.0,Sydney Showground,8308,2016,Gold Coast,Win,3
2159,Gold Coast,8,Away,58,2016-05-14,Saturday,5.0,Sydney Showground,8308,2016,Greater Western Sydney,Loss,13
2160,Brisbane Lions,8,Home,65,2016-05-14,Saturday,7.0,Gabba,24552,2016,Collingwood,Loss,16
2161,Collingwood,8,Away,143,2016-05-14,Saturday,7.0,Gabba,24552,2016,Brisbane Lions,Win,12
2162,Richmond,8,Home,101,2016-05-14,Saturday,7.0,MCG,36014,2016,Sydney,Win,15
2163,Sydney,8,Away,100,2016-05-14,Saturday,7.0,MCG,36014,2016,Richmond,Win,4
2164,Carlton,8,Home,93,2016-05-15,Sunday,1.0,Docklands,26924,2016,Port Adelaide,Win,11
2165,Port Adelaide,8,Away,91,2016-05-15,Sunday,1.0,Docklands,26924,2016,Carlton,Win,10
2166,Melbourne,8,Home,82,2016-05-15,Sunday,3.0,MCG,39921,2016,Western Bulldogs,Loss,9
2167,Western Bulldogs,8,Away,114,2016-05-15,Sunday,3.0,MCG,39921,2016,Melbourne,Loss,5
2168,West Coast,8,Home,132,2016-05-15,Sunday,3.0,Subiaco,36140,2016,St Kilda,Win,7
2169,St Kilda,8,Away,29,2016-05-15,Sunday,3.0,Subiaco,36140,2016,West Coast,Loss,14
2170,Hawthorn,9,Home,55,2016-05-20,Friday,8.0,MCG,61552,2016,Sydney,Loss,7
2171,Sydney,9,Away,69,2016-05-20,Friday,8.0,MCG,61552,2016,Hawthorn,Loss,4
2172,Collingwood,9,Home,104,2016-05-21,Saturday,2.0,MCG,59864,2016,Geelong,Win,11
2173,Geelong,9,Away,80,2016-05-21,Saturday,2.0,MCG,59864,2016,Collingwood,Win,2
2174,Gold Coast,9,Home,74,2016-05-21,Saturday,2.0,Carrara,11692,2016,Adelaide,Loss,15
2175,Adelaide,9,Away,149,2016-05-21,Saturday,2.0,Carrara,11692,2016,Gold Coast,Win,8
2176,Port Adelaide,9,Home,86,2016-05-21,Saturday,4.0,Adelaide Oval,38695,2016,West Coast,Loss,10
2177,West Coast,9,Away,94,2016-05-21,Saturday,4.0,Adelaide Oval,38695,2016,Port Adelaide,Loss,6
2178,North Melbourne,9,Home,113,2016-05-21,Saturday,7.0,Docklands,38419,2016,Carlton,Win,1
2179,Carlton,9,Away,46,2016-05-21,Saturday,7.0,Docklands,38419,2016,North Melbourne,Win,12
2180,Fremantle,9,Home,45,2016-05-21,Saturday,6.0,Subiaco,20184,2016,Richmond,Loss,18
2181,Richmond,9,Away,83,2016-05-21,Saturday,6.0,Subiaco,20184,2016,Fremantle,Loss,14
2182,Melbourne,9,Home,131,2016-05-22,Sunday,1.0,MCG,26892,2016,Brisbane Lions,Win,9
2183,Brisbane Lions,9,Away,68,2016-05-22,Sunday,1.0,MCG,26892,2016,Melbourne,Loss,16
2184,Greater Western Sydney,9,Home,98,2016-05-22,Sunday,3.0,Sydney Showground,9612,2016,Western Bulldogs,Win,3
2185,Western Bulldogs,9,Away,73,2016-05-22,Sunday,3.0,Sydney Showground,9612,2016,Greater Western Sydney,Loss,5
2186,St Kilda,9,Home,109,2016-05-22,Sunday,5.0,Docklands,29026,2016,Essendon,Win,13
2187,Essendon,9,Away,63,2016-05-22,Sunday,5.0,Docklands,29026,2016,St Kilda,Loss,17
2188,Sydney,10,Home,91,2016-05-27,Friday,8.0,SCG,38498,2016,North Melbourne,Win,2
2189,North Melbourne,10,Away,65,2016-05-27,Friday,8.0,SCG,38498,2016,Sydney,Loss,1
2190,Brisbane Lions,10,Home,87,2016-05-28,Saturday,2.0,Gabba,23691,2016,Hawthorn,Loss,16
2191,Hawthorn,10,Away,135,2016-05-28,Saturday,2.0,Gabba,23691,2016,Brisbane Lions,Win,7
2192,Melbourne,10,Home,76,2016-05-28,Saturday,2.0,Traeger Park,5146,2016,Port Adelaide,Loss,9
2193,Port Adelaide,10,Away,121,2016-05-28,Saturday,2.0,Traeger Park,5146,2016,Melbourne,Win,10
2194,St Kilda,10,Home,101,2016-05-28,Saturday,5.0,Docklands,17927,2016,Fremantle,Win,13
2195,Fremantle,10,Away,67,2016-05-28,Saturday,5.0,Docklands,17927,2016,St Kilda,Loss,18
2196,Essendon,10,Home,67,2016-05-28,Saturday,7.0,MCG,56948,2016,Richmond,Loss,17
2197,Richmond,10,Away,105,2016-05-28,Saturday,7.0,MCG,56948,2016,Essendon,Loss,14
2198,Adelaide,10,Home,107,2016-05-28,Saturday,7.0,Adelaide Oval,46737,2016,Greater Western Sydney,Win,8
2199,Greater Western Sydney,10,Away,85,2016-05-28,Saturday,7.0,Adelaide Oval,46737,2016,Adelaide,Loss,4
2200,Carlton,10,Home,104,2016-05-29,Sunday,1.0,Docklands,33535,2016,Geelong,Win,11
2201,Geelong,10,Away,85,2016-05-29,Sunday,1.0,Docklands,33535,2016,Carlton,Win,3
2202,Collingwood,10,Home,53,2016-05-29,Sunday,3.0,MCG,45078,2016,Western Bulldogs,Loss,12
2203,Western Bulldogs,10,Away,74,2016-05-29,Sunday,3.0,MCG,45078,2016,Collingwood,Loss,6
2204,West Coast,10,Home,132,2016-05-29,Sunday,3.0,Subiaco,34945,2016,Gold Coast,Win,5
2205,Gold Coast,10,Away,55,2016-05-29,Sunday,3.0,Subiaco,34945,2016,West Coast,Loss,15
2206,North Melbourne,11,Home,124,2016-06-03,Friday,8.0,Bellerive Oval,17844,2016,Richmond,Win,1
2207,Richmond,11,Away,54,2016-06-03,Friday,8.0,Bellerive Oval,17844,2016,North Melbourne,Loss,14
2208,Hawthorn,11,Home,82,2016-06-04,Saturday,2.0,MCG,41833,2016,Melbourne,Win,5
2209,Melbourne,11,Away,64,2016-06-04,Saturday,2.0,MCG,41833,2016,Hawthorn,Loss,11
2210,Carlton,11,Home,102,2016-06-04,Saturday,2.0,Docklands,30722,2016,Brisbane Lions,Win,10
2211,Brisbane Lions,11,Away,64,2016-06-04,Saturday,2.0,Docklands,30722,2016,Carlton,Loss,17
2212,Geelong,11,Home,98,2016-06-04,Saturday,5.0,Kardinia Park,22007,2016,Greater Western Sydney,Win,3
2213,Greater Western Sydney,11,Away,88,2016-06-04,Saturday,5.0,Kardinia Park,22007,2016,Geelong,Win,6
2214,Gold Coast,11,Home,41,2016-06-04,Saturday,7.0,Carrara,4368,2016,Sydney,Loss,15
2215,Sydney,11,Away,79,2016-06-04,Saturday,7.0,Carrara,4368,2016,Gold Coast,Loss,2
2216,Fremantle,11,Home,126,2016-06-04,Saturday,6.0,Subiaco,31199,2016,Essendon,Win,16
2217,Essendon,11,Away,47,2016-06-04,Saturday,6.0,Subiaco,31199,2016,Fremantle,Loss,18
2218,Collingwood,11,Home,58,2016-06-05,Sunday,1.0,MCG,28567,2016,Port Adelaide,Loss,12
2219,Port Adelaide,11,Away,125,2016-06-05,Sunday,1.0,MCG,28567,2016,Collingwood,Win,9
2220,Western Bulldogs,11,Home,83,2016-06-05,Sunday,3.0,Docklands,28769,2016,West Coast,Win,4
2221,West Coast,11,Away,75,2016-06-05,Sunday,3.0,Docklands,28769,2016,Western Bulldogs,Loss,7
2222,Adelaide,11,Home,133,2016-06-05,Sunday,4.0,Adelaide Oval,40896,2016,St Kilda,Win,8
2223,St Kilda,11,Away,45,2016-06-05,Sunday,4.0,Adelaide Oval,40896,2016,Adelaide,Win,13
2224,Essendon,12,Home,43,2016-06-10,Friday,8.0,Docklands,27567,2016,Hawthorn,Loss,18
2225,Hawthorn,12,Away,151,2016-06-10,Friday,8.0,Docklands,27567,2016,Essendon,Win,5
2226,Port Adelaide,12,Home,97,2016-06-11,Saturday,1.0,Adelaide Oval,40096,2016,Western Bulldogs,Loss,9
2227,Western Bulldogs,12,Away,100,2016-06-11,Saturday,1.0,Adelaide Oval,40096,2016,Port Adelaide,Win,4
2228,Brisbane Lions,12,Home,64,2016-06-11,Saturday,5.0,Gabba,12899,2016,Fremantle,Loss,17
2229,Fremantle,12,Away,147,2016-06-11,Saturday,5.0,Gabba,12899,2016,Brisbane Lions,Win,16
2230,Geelong,12,Home,105,2016-06-11,Saturday,7.0,Docklands,44025,2016,North Melbourne,Win,2
2231,North Melbourne,12,Away,74,2016-06-11,Saturday,7.0,Docklands,44025,2016,Geelong,Loss,1
2232,West Coast,12,Home,76,2016-06-11,Saturday,6.0,Subiaco,37591,2016,Adelaide,Loss,8
2233,Adelaide,12,Away,105,2016-06-11,Saturday,6.0,Subiaco,37591,2016,West Coast,Loss,7
2234,St Kilda,12,Home,110,2016-06-12,Sunday,1.0,Docklands,47945,2016,Carlton,Win,12
2235,Carlton,12,Away,78,2016-06-12,Sunday,1.0,Docklands,47945,2016,St Kilda,Loss,11
2236,Richmond,12,Home,114,2016-06-12,Sunday,3.0,MCG,30448,2016,Gold Coast,Win,13
2237,Gold Coast,12,Away,97,2016-06-12,Sunday,3.0,MCG,30448,2016,Richmond,Loss,15
2238,Greater Western Sydney,12,Home,105,2016-06-12,Sunday,5.0,Sydney Showground,21541,2016,Sydney,Win,6
2239,Sydney,12,Away,63,2016-06-12,Sunday,5.0,Sydney Showground,21541,2016,Greater Western Sydney,Loss,3
2240,Melbourne,12,Home,104,2016-06-13,Monday,3.0,MCG,60158,2016,Collingwood,Win,10
2241,Collingwood,12,Away,58,2016-06-13,Monday,3.0,MCG,60158,2016,Melbourne,Loss,14
2242,North Melbourne,13,Home,84,2016-06-17,Friday,8.0,Docklands,37073,2016,Hawthorn,Loss,3
2243,Hawthorn,13,Away,93,2016-06-17,Friday,8.0,Docklands,37073,2016,North Melbourne,Win,4
2244,Brisbane Lions,13,Home,82,2016-06-18,Saturday,2.0,Gabba,12777,2016,West Coast,Loss,17
2245,West Coast,13,Away,131,2016-06-18,Saturday,2.0,Gabba,12777,2016,Brisbane Lions,Win,7
2246,Fremantle,13,Home,86,2016-06-18,Saturday,3.0,Subiaco,32448,2016,Port Adelaide,Win,15
2247,Port Adelaide,13,Away,69,2016-06-18,Saturday,3.0,Subiaco,32448,2016,Fremantle,Win,9
2248,Western Bulldogs,13,Home,43,2016-06-18,Saturday,7.0,Docklands,41725,2016,Geelong,Loss,6
2249,Geelong,13,Away,100,2016-06-18,Saturday,7.0,Docklands,41725,2016,Western Bulldogs,Win,1
2250,Sydney,13,Home,86,2016-06-19,Sunday,1.0,SCG,19086,2016,Melbourne,Win,2
2251,Melbourne,13,Away,31,2016-06-19,Sunday,1.0,SCG,19086,2016,Sydney,Loss,10
2252,Essendon,13,Home,90,2016-06-19,Sunday,5.0,Docklands,14463,2016,Greater Western Sydney,Loss,18
2253,Greater Western Sydney,13,Away,117,2016-06-19,Sunday,5.0,Docklands,14463,2016,Essendon,Win,5
2254,Adelaide,14,Home,100,2016-06-23,Thursday,7.0,Adelaide Oval,37890,2016,North Melbourne,Win,6
2255,North Melbourne,14,Away,67,2016-06-23,Thursday,7.0,Adelaide Oval,37890,2016,Adelaide,Loss,5
2256,Collingwood,14,Home,85,2016-06-24,Friday,8.0,MCG,20320,2016,Fremantle,Win,14
2257,Fremantle,14,Away,37,2016-06-24,Friday,8.0,MCG,20320,2016,Collingwood,Loss,15
2258,Richmond,14,Home,117,2016-06-25,Saturday,2.0,MCG,28883,2016,Brisbane Lions,Win,11
2259,Brisbane Lions,14,Away,75,2016-06-25,Saturday,2.0,MCG,28883,2016,Richmond,Loss,17
2260,Greater Western Sydney,14,Home,127,2016-06-25,Saturday,5.0,Sydney Showground,10355,2016,Carlton,Win,4
2261,Carlton,14,Away,65,2016-06-25,Saturday,5.0,Sydney Showground,10355,2016,Greater Western Sydney,Loss,13
2262,St Kilda,14,Home,93,2016-06-25,Saturday,7.0,Docklands,28745,2016,Geelong,Win,12
2263,Geelong,14,Away,90,2016-06-25,Saturday,7.0,Docklands,28745,2016,St Kilda,Win,3
2264,Hawthorn,14,Home,86,2016-06-26,Sunday,3.0,York Park,10121,2016,Gold Coast,Win,1
2265,Gold Coast,14,Away,60,2016-06-26,Sunday,3.0,York Park,10121,2016,Hawthorn,Win,16
2266,West Coast,15,Home,130,2016-06-30,Thursday,6.0,Subiaco,33117,2016,Essendon,Win,8
2267,Essendon,15,Away,52,2016-06-30,Thursday,6.0,Subiaco,33117,2016,West Coast,Loss,18
2268,Port Adelaide,15,Home,94,2016-07-01,Friday,7.0,Adelaide Oval,37848,2016,Richmond,Win,9
2269,Richmond,15,Away,56,2016-07-01,Friday,7.0,Adelaide Oval,37848,2016,Port Adelaide,Loss,12
2270,Gold Coast,15,Home,108,2016-07-02,Saturday,2.0,Carrara,14071,2016,St Kilda,Win,15
2271,St Kilda,15,Away,68,2016-07-02,Saturday,2.0,Carrara,14071,2016,Gold Coast,Loss,13
2272,Sydney,15,Home,79,2016-07-02,Saturday,5.0,SCG,33386,2016,Western Bulldogs,Loss,4
2273,Western Bulldogs,15,Away,83,2016-07-02,Saturday,5.0,SCG,33386,2016,Sydney,Win,6
2274,Carlton,15,Home,45,2016-07-02,Saturday,7.0,MCG,56157,2016,Collingwood,Loss,14
2275,Collingwood,15,Away,57,2016-07-02,Saturday,7.0,MCG,56157,2016,Carlton,Loss,11
2276,Melbourne,15,Home,98,2016-07-03,Sunday,3.0,MCG,29133,2016,Adelaide,Loss,10
2277,Adelaide,15,Away,120,2016-07-03,Sunday,3.0,MCG,29133,2016,Melbourne,Win,5
2278,Port Adelaide,16,Home,79,2016-07-07,Thursday,7.0,Adelaide Oval,43025,2016,Hawthorn,Loss,9
2279,Hawthorn,16,Away,101,2016-07-07,Thursday,7.0,Adelaide Oval,43025,2016,Port Adelaide,Win,1
2280,Geelong,16,Home,60,2016-07-08,Friday,8.0,Kardinia Park,24339,2016,Sydney,Loss,6
2281,Sydney,16,Away,98,2016-07-08,Friday,8.0,Kardinia Park,24339,2016,Geelong,Win,2
2282,Greater Western Sydney,16,Home,93,2016-07-09,Saturday,2.0,Sydney Showground,13483,2016,Collingwood,Loss,7
2283,Collingwood,16,Away,125,2016-07-09,Saturday,2.0,Sydney Showground,13483,2016,Greater Western Sydney,Loss,11
2284,Gold Coast,16,Home,139,2016-07-09,Saturday,5.0,Carrara,13528,2016,Brisbane Lions,Win,15
2285,Brisbane Lions,16,Away,113,2016-07-09,Saturday,5.0,Carrara,13528,2016,Gold Coast,Win,17
2286,Western Bulldogs,16,Home,85,2016-07-09,Saturday,7.0,Docklands,39679,2016,Richmond,Win,4
2287,Richmond,16,Away,75,2016-07-09,Saturday,7.0,Docklands,39679,2016,Western Bulldogs,Loss,13
2288,Melbourne,16,Home,87,2016-07-09,Saturday,7.0,Marrara Oval,8163,2016,Fremantle,Win,10
2289,Fremantle,16,Away,55,2016-07-09,Saturday,7.0,Marrara Oval,8163,2016,Melbourne,Win,16
2290,Carlton,16,Home,47,2016-07-10,Sunday,1.0,MCG,32430,2016,Adelaide,Loss,14
2291,Adelaide,16,Away,107,2016-07-10,Sunday,1.0,MCG,32430,2016,Carlton,Win,3
2292,West Coast,16,Home,104,2016-07-10,Sunday,1.0,Subiaco,35618,2016,North Melbourne,Win,5
2293,North Melbourne,16,Away,72,2016-07-10,Sunday,1.0,Subiaco,35618,2016,West Coast,Loss,8
2294,Essendon,16,Home,98,2016-07-10,Sunday,5.0,Docklands,25204,2016,St Kilda,Loss,18
2295,St Kilda,16,Away,109,2016-07-10,Sunday,5.0,Docklands,25204,2016,Essendon,Win,12
2296,Sydney,17,Home,70,2016-07-14,Thursday,7.0,SCG,42314,2016,Hawthorn,Loss,5
2297,Hawthorn,17,Away,75,2016-07-14,Thursday,7.0,SCG,42314,2016,Sydney,Win,1
2298,Fremantle,17,Home,61,2016-07-15,Friday,6.0,Subiaco,31042,2016,Geelong,Loss,16
2299,Geelong,17,Away,78,2016-07-15,Friday,6.0,Subiaco,31042,2016,Fremantle,Loss,7
2300,Richmond,17,Home,102,2016-07-16,Saturday,2.0,MCG,44908,2016,Essendon,Win,13
2301,Essendon,17,Away,83,2016-07-16,Saturday,2.0,MCG,44908,2016,Richmond,Win,18
2302,North Melbourne,17,Home,77,2016-07-16,Saturday,5.0,Docklands,24361,2016,Port Adelaide,Loss,8
2303,Port Adelaide,17,Away,105,2016-07-16,Saturday,5.0,Docklands,24361,2016,North Melbourne,Loss,9
2304,Western Bulldogs,17,Home,107,2016-07-16,Saturday,7.0,Cazaly's Stadium,8509,2016,Gold Coast,Win,3
2305,Gold Coast,17,Away,59,2016-07-16,Saturday,7.0,Cazaly's Stadium,8509,2016,Western Bulldogs,Loss,15
2306,Adelaide,17,Home,97,2016-07-16,Saturday,7.0,Adelaide Oval,50002,2016,Collingwood,Win,2
2307,Collingwood,17,Away,69,2016-07-16,Saturday,7.0,Adelaide Oval,50002,2016,Adelaide,Loss,12
2308,Carlton,17,Home,75,2016-07-17,Sunday,1.0,MCG,26389,2016,West Coast,Loss,14
2309,West Coast,17,Away,82,2016-07-17,Sunday,1.0,MCG,26389,2016,Carlton,Loss,6
2310,St Kilda,17,Home,110,2016-07-17,Sunday,3.0,Docklands,25322,2016,Melbourne,Win,10
2311,Melbourne,17,Away,74,2016-07-17,Sunday,3.0,Docklands,25322,2016,St Kilda,Win,11
2312,Brisbane Lions,17,Home,67,2016-07-17,Sunday,5.0,Gabba,10195,2016,Greater Western Sydney,Loss,17
2313,Greater Western Sydney,17,Away,146,2016-07-17,Sunday,5.0,Gabba,10195,2016,Brisbane Lions,Win,4
2314,Collingwood,18,Home,84,2016-07-22,Friday,8.0,Docklands,36041,2016,North Melbourne,Loss,12
2315,North Melbourne,18,Away,124,2016-07-22,Friday,8.0,Docklands,36041,2016,Collingwood,Win,8
2316,Sydney,18,Home,74,2016-07-23,Saturday,2.0,SCG,31765,2016,Carlton,Win,3
2317,Carlton,18,Away,68,2016-07-23,Saturday,2.0,SCG,31765,2016,Sydney,Loss,14
2318,Gold Coast,18,Home,105,2016-07-23,Saturday,2.0,Carrara,8933,2016,Fremantle,Win,15
2319,Fremantle,18,Away,81,2016-07-23,Saturday,2.0,Carrara,8933,2016,Gold Coast,Win,16
2320,West Coast,18,Home,66,2016-07-23,Saturday,3.0,Subiaco,33908,2016,Melbourne,Win,5
2321,Melbourne,18,Away,60,2016-07-23,Saturday,3.0,Subiaco,33908,2016,West Coast,Loss,11
2322,Geelong,18,Home,85,2016-07-23,Saturday,7.0,Kardinia Park,21127,2016,Adelaide,Win,4
2323,Adelaide,18,Away,55,2016-07-23,Saturday,7.0,Kardinia Park,21127,2016,Geelong,Loss,6
2324,Western Bulldogs,18,Home,60,2016-07-23,Saturday,7.0,Docklands,26532,2016,St Kilda,Loss,7
2325,St Kilda,18,Away,75,2016-07-23,Saturday,7.0,Docklands,26532,2016,Western Bulldogs,Loss,9
2326,Essendon,18,Home,91,2016-07-24,Sunday,1.0,Docklands,34869,2016,Brisbane Lions,Loss,18
2327,Brisbane Lions,18,Away,128,2016-07-24,Sunday,1.0,Docklands,34869,2016,Essendon,Win,17
2328,Hawthorn,18,Home,114,2016-07-24,Sunday,3.0,MCG,51892,2016,Richmond,Win,1
2329,Richmond,18,Away,44,2016-07-24,Sunday,3.0,MCG,51892,2016,Hawthorn,Loss,13
2330,Port Adelaide,18,Home,60,2016-07-24,Sunday,4.0,Adelaide Oval,27935,2016,Greater Western Sydney,Loss,10
2331,Greater Western Sydney,18,Away,79,2016-07-24,Sunday,4.0,Adelaide Oval,27935,2016,Port Adelaide,Loss,2
2332,Geelong,19,Home,103,2016-07-29,Friday,8.0,Kardinia Park,24331,2016,Western Bulldogs,Win,4
2333,Western Bulldogs,19,Away,78,2016-07-29,Friday,8.0,Kardinia Park,24331,2016,Geelong,Loss,7
2334,Greater Western Sydney,19,Home,111,2016-07-30,Saturday,2.0,Manuka Oval,14974,2016,Richmond,Win,2
2335,Richmond,19,Away,23,2016-07-30,Saturday,2.0,Manuka Oval,14974,2016,Greater Western Sydney,Loss,13
2336,Hawthorn,19,Home,74,2016-07-30,Saturday,2.0,York Park,18112,2016,Carlton,Win,1
2337,Carlton,19,Away,55,2016-07-30,Saturday,2.0,York Park,18112,2016,Hawthorn,Loss,15
2338,Collingwood,19,Home,91,2016-07-30,Saturday,5.0,MCG,34929,2016,West Coast,Win,12
2339,West Coast,19,Away,72,2016-07-30,Saturday,5.0,MCG,34929,2016,Collingwood,Loss,6
2340,North Melbourne,19,Home,85,2016-07-30,Saturday,7.0,Docklands,44287,2016,St Kilda,Win,8
2341,St Kilda,19,Away,62,2016-07-30,Saturday,7.0,Docklands,44287,2016,North Melbourne,Loss,10
2342,Brisbane Lions,19,Home,79,2016-07-30,Saturday,7.0,Gabba,13085,2016,Port Adelaide,Loss,17
2343,Port Adelaide,19,Away,173,2016-07-30,Saturday,7.0,Gabba,13085,2016,Brisbane Lions,Win,9
2344,Melbourne,19,Home,66,2016-07-31,Sunday,1.0,MCG,20627,2016,Gold Coast,Win,11
2345,Gold Coast,19,Away,64,2016-07-31,Sunday,1.0,MCG,20627,2016,Melbourne,Win,14
2346,Fremantle,19,Home,47,2016-07-31,Sunday,1.0,Subiaco,32401,2016,Sydney,Loss,16
2347,Sydney,19,Away,137,2016-07-31,Sunday,1.0,Subiaco,32401,2016,Fremantle,Loss,3
2348,Adelaide,19,Home,143,2016-07-31,Sunday,4.0,Adelaide Oval,44264,2016,Essendon,Win,5
2349,Essendon,19,Away,61,2016-07-31,Sunday,4.0,Adelaide Oval,44264,2016,Adelaide,Loss,18
2350,Richmond,20,Home,92,2016-08-05,Friday,8.0,MCG,49122,2016,Collingwood,Win,13
2351,Collingwood,20,Away,77,2016-08-05,Friday,8.0,MCG,49122,2016,Richmond,Loss,12
2352,Sydney,20,Home,100,2016-08-06,Saturday,2.0,SCG,30204,2016,Port Adelaide,Win,2
2353,Port Adelaide,20,Away,33,2016-08-06,Saturday,2.0,SCG,30204,2016,Sydney,Loss,10
2354,Melbourne,20,Home,110,2016-08-06,Saturday,2.0,MCG,38818,2016,Hawthorn,Win,11
2355,Hawthorn,20,Away,81,2016-08-06,Saturday,2.0,MCG,38818,2016,Melbourne,Loss,1
2356,Gold Coast,20,Home,84,2016-08-06,Saturday,5.0,Carrara,9108,2016,Greater Western Sydney,Loss,14
2357,Greater Western Sydney,20,Away,92,2016-08-06,Saturday,5.0,Carrara,9108,2016,Gold Coast,Win,4
2358,Western Bulldogs,20,Home,61,2016-08-06,Saturday,7.0,Docklands,30740,2016,North Melbourne,Win,7
2359,North Melbourne,20,Away,47,2016-08-06,Saturday,7.0,Docklands,30740,2016,Western Bulldogs,Loss,8
2360,Adelaide,20,Home,177,2016-08-06,Saturday,7.0,Adelaide Oval,43549,2016,Brisbane Lions,Win,3
2361,Brisbane Lions,20,Away,39,2016-08-06,Saturday,7.0,Adelaide Oval,43549,2016,Adelaide,Loss,17
2362,Carlton,20,Home,51,2016-08-07,Sunday,1.0,MCG,37797,2016,St Kilda,Loss,15
2363,St Kilda,20,Away,122,2016-08-07,Sunday,1.0,MCG,37797,2016,Carlton,Win,9
2364,Geelong,20,Home,100,2016-08-07,Sunday,3.0,Docklands,29254,2016,Essendon,Win,5
2365,Essendon,20,Away,34,2016-08-07,Sunday,3.0,Docklands,29254,2016,Geelong,Loss,18
2366,Fremantle,20,Home,64,2016-08-07,Sunday,3.0,Subiaco,36215,2016,West Coast,Loss,16
2367,West Coast,20,Away,110,2016-08-07,Sunday,3.0,Subiaco,36215,2016,Fremantle,Win,6
